_id,ltable_ID,rtable_ID,ltable_Title,ltable_Developer,ltable_Publisher,ltable_Platform,ltable_Genre,ltable_Rating,ltable_ReleaseDate,ltable_CleanRDate,rtable_Title,rtable_Developer,rtable_Publisher,rtable_Platform,rtable_Genre,rtable_Rating,rtable_ReleaseDate,rtable_CleanRDate,Prediction
8255,a6098,b5746,RollerCoaster Tycoon,Chris Sawyer|Origin8|Infogrames|Frontier Developments,Atari SA|MicroProse|Infogrames,Android|iOS (iPhone/iPad)|PC|Xbox,Management|Strategy,8.6,1999,1999-01-01,RollerCoaster Tycoon,Chris Sawyer Productions|Frontier Developments (Xbox),Infogrames|Hasbro Interactive,PC,Simulation,8.6,31 March 1999,1999-03-31,1.0
8261,a6099,b5752,Rollers of the Realm,Phantom Compass,ATLUS|Arc System Works,PC|PlayStation 4|PlayStation Vita,Pinball,6.8,18 Nov 2014,2014-11-18,Rollers of the Realm,,,PC|PlayStation Vita,Action|Adventure|Pinball|Role-Playing,6.8,2014,2014-01-01,1.0
8263,a61,b96,A Boy and His Blob,Majesco Games|Abstraction Games|WayForward,Majesco Games,Android|iOS (iPhone/iPad)|Linux|Macintosh|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii|Xbox One,Platformer|2D|Action,7.6,13 Oct 2009,2009-10-13,A Boy and His Blob,WayForward Technologies,Majesco Games,PC|PlayStation 4|Wii,Platform|Puzzle,7.5,13 October 2009,2009-10-13,1.0
8273,a6104,b5754,Romance of the Three Kingdoms VII,Koei/Inis|Koei,Koei Tecmo Games|Koei,PC|PlayStation|PlayStation 2|PSP,Turn-Based|Strategy,8.2,25 Jun 2002,2002-06-25,Romance of the Three Kingdoms VII,Koei,Koei,PlayStation 2,Turn-Based|Strategy,8.0,,,1.0
8275,a6105,b5754,Romance of the Three Kingdoms VIII,Koei,Koei|Koei Tecmo Games,PC|PlayStation 2|PSP,Turn-Based|Strategy,8.6,13 Aug 2003,2003-08-13,Romance of the Three Kingdoms VII,Koei,Koei,PlayStation 2,Turn-Based|Strategy,8.0,,,1.0
8278,a6109,b5756,Rome: Total War Barbarian Invasion,Feral Interactive|Creative Assembly,Feral Interactive|Sega Europe|Sega,iOS (iPhone/iPad)|PC,Real-Time|Strategy,8.7,27 Sep 2005,2005-09-27,Rome: Total War: Barbarian Invasion,The Creative Assembly,Sega,PC,Turn-Based Strategy,7.3,27 September 2005,2005-09-27,1.0
8280,a6110,b5755,Rome: Total War,Feral Interactive|Creative Assembly,Feral Interactive|Sega|Activision|Global Software Publishing (GSP),iOS (iPhone/iPad)|Macintosh|PC,Real-Time|Strategy,9.2,22 Sep 2004,2004-09-22,Rome: Total War,The Creative Assembly|Feral Interactive (Mac OS X),Activision (Original)|Sega (Current)|Feral Interactive (Mac OS X),PC,Real-time tactics|Turn-based strategy,8.4,22 September 2004,2004-09-22,1.0
8282,a6115,b5760,Rooms: The Main Building,HandMade Game|Hudson|Hudson Entertainment,Hudson Entertainment|Hudson|Big Fish Games|Zero Rock Entertainment,DS|iOS (iPhone/iPad)|Macintosh|PC|Wii,Puzzle,6.6,11 Aug 2008,2008-08-11,Rooms: The Main Building,HandMade Game,Big Fish Games|Hudson Entertainment,Nintendo DS|PC,Puzzle,6.7,11 August 2008,2008-08-11,1.0
8284,a6121,b5764,Roundabout,No Goblin,No Goblin,Linux|Macintosh|PC|PlayStation 4|Xbox One,Driving/Racing|Arcade,0.0,18 Sep 2014,2014-09-18,Roundabout,No Goblin,No Goblin,PC|PlayStation 4|Xbox One,Adventure|Puzzle,6.7,18 September 2014,2014-09-18,1.0
8289,a6133,b5765,Rugrats: Search for Reptar,n-Space,THQ,PlayStation,Adventure,6.9,31 Oct 1998,1998-10-31,Rugrats: Search for Reptar,n-Space,THQ,PlayStation,Third-Person|Real-Time|Adventure,5.7,31 October 1998,1998-10-31,1.0
8291,a6135,b5767,Rule of Rose,Punchline|Shirogumi,ATLUS|SCEI|505 Game Street,PlayStation 2,3D|Action|Adventure|Survival,7.5,12 Sep 2006,2006-09-12,Rule of Rose,Punchline,JP: Sony Computer Entertainment|NA: Atlus|EU: 505 GameStreet,PlayStation 2,Survival horror,7.0,12 September 2006,2006-09-12,1.0
8299,a614,b653,Battle Realms,Liquid Entertainment,Crave|Ubisoft|Focus Multimedia,PC,Real-Time|Strategy,8.3,7 Nov 2001,2001-11-07,Battle Realms,Liquid Entertainment,Ubisoft,PC,Real-Time|Strategy,8.0,07 November 2001,2001-11-07,1.0
8304,a6144,b5770,Runbow,13AM Games,13AM Games|Nighthawk Interactive|Rainy Frog|Headup Games|CrossFunction,3DS|Macintosh|Nintendo Switch|PC|PlayStation 4|Wii U|Xbox One,Action|2D|Platformer,9.0,27 Aug 2015,2015-08-27,Runbow,13AM Games,13AM Games,Nintendo 3DS|Wii U|Xbox One,Third-Person|Real-Time|Action|Party|Platform,7.8,27 August 2015,2015-08-27,1.0
8305,a6145,b5774,Rune Factory 2: A Fantasy Harvest Moon,Neverland,Natsume|Rising Star Games|Marvelous,DS,Role-Playing,8.3,18 Nov 2008,2008-11-18,Rune Factory 2: A Fantasy Harvest Moon,Neverland Co.,JP: Marvelous Entertainment|NA: Natsume|EU: Rising Star Games,Nintendo DS,Simulation|RPG,7.9,18 November 2008,2008-11-18,1.0
8307,a6146,b5776,Rune Factory 4,Neverland,Marvelous Inc.|Xseed Games|Marvelous AQL,3DS,Strategy,8.5,8 Oct 2013,2013-10-08,Rune Factory 4,Neverland Co.,XSEED Games,Nintendo 2DS|Nintendo 3DS,Role-Playing|Simulation,8.5,01 October 2013,2013-10-01,1.0
8308,a6147,b5777,Rune Factory: A Fantasy Harvest Moon,Neverland,Natsume|Marvelous|Rising Star Games|Daewon Media Co.|Ltd.,DS,Role-Playing,8.3,14 Aug 2007,2007-08-14,Rune Factory: A Fantasy Harvest Moon,Neverland Co.|Ltd.,Marvelous Interactive|Natsume|Rising Star Games|AFA Interactive,Nintendo 3DS|Nintendo DS,Simulation|RPG,6.9,14 August 2007,2007-08-14,1.0
8310,a6148,b5779,Rune Factory: Tides of Destiny,Neverland,Rising Star Games|Marvelous|Natsume,PlayStation 3|Wii,Role-Playing|Action,8.2,7 Oct 2011,2011-10-07,Rune Factory: Tides of Destiny,Neverland Co.,JP: Marvelous Entertainment|NA: Natsume|EU: Rising Star Games,PlayStation 3|Wii,Simulation,7.7,11 October 2011,2011-10-11,1.0
8316,a6151,b5771,Rune,Human Head Studios,Gathering|Take-Two Interactive,Macintosh|PC,Action|Adventure,7.8,7 Nov 2000,2000-11-07,Rune,Human Head Studios,Gathering of Developers,PC,Action|Hack and Slash,7.3,18 November 2000,2000-11-18,1.0
8319,a6158,b5781,Rush'n Attack,Imagine|Konami|Imagine Software Ltd|Konami Mobile & Online|Inc.|Digital Eclipse,Imagine|Konami|Imagine Studios|Imagine Software Ltd|Konami Mobile & Online|Inc.,Amstrad CPC|Arcade Games|Atari 8-bit|BBC Micro|Commodore 64|Famicom Disk System|MSX|NES|PC|Sinclair ZX81/Spectrum|Windows Mobile|Xbox 360,2D|Action|Platformer,7.4,1985,1985-01-01,Rush'N Attack,Capcom,Capcom,NES,Action,6.1,1985,1985-01-01,1.0
8321,a616,b640,BattleBlock Theater,The Behemoth,The Behemoth|Microsoft Game Studios,Linux|Macintosh|PC|Xbox 360,2D|Action|Platformer,8.1,3 Apr 2013,2013-04-03,BattleBlock Theater,The Behemoth,Microsoft Studios,Linux|Mac|PC|Xbox 360|Xbox One,Platform,7.9,03 April 2013,2013-04-03,1.0
8324,a6160,b5789,Rygar: The Legendary Adventure,Tecmo,Tecmo|Wanadoo|SCEA,PlayStation 2,Action|Adventure,7.7,25 Nov 2002,2002-11-25,Rygar: The Legendary Adventure,Tecmo|Team Tachyon,Tecmo,PlayStation 2|Wii,Action|Adventure,5.9,12 November 2002,2002-11-12,1.0
8329,a6162,b5791,Ryse: Son of Rome,Crytek,Crytek|Deep Silver|Microsoft Game Studios,PC|Xbox One,Adventure|3D|Action,6.9,22 Nov 2013,2013-11-22,Ryse: Son of Rome,Crytek,Microsoft Studios,PC|Xbox One,Action|Adventure,7.0,22 November 2013,2013-11-22,1.0
8330,a6166,b5809,S.T.A.L.K.E.R.: Call of Pripyat,GSC Game World,Viva Media|LLC|bitComposer Games|Zoo Corporation|GSC Game World|Deep Silver,PC,Action|First-Person|Shooter|3D,8.3,2 Feb 2010,2010-02-02,S.T.A.L.K.E.R.: Call of Pripyat,GSC Game World,GSC World Publishing (CIS)|bitComposer Games (Europe|USA),PC,,8.2,02 February 2010,2010-02-02,1.0
8331,a6167,b5810,S.T.A.L.K.E.R.: Clear Sky,GSC Game World,Deep Silver|GSC Game World|Zoo Corporation|Koch Media|Focus Multimedia,PC,First-Person|Shooter|3D|Action,7.8,15 Sep 2008,2008-09-15,S.T.A.L.K.E.R.: Clear Sky,GSC Game World,GSC World Publishing,PC,,7.4,15 September 2008,2008-09-15,1.0
8332,a6168,b5811,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World,THQ|Zoo Corporation,PC,3D|Action|First-Person|Shooter,8.4,20 Mar 2007,2007-03-20,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World,THQ,PC,,8.3,20 March 2007,2007-03-20,1.0
8333,a617,b655,Battleborn,Gearbox Software,2K Games,PC|PlayStation 4|Xbox One,Action|First-Person|Shooter|3D,7.1,3 May 2016,2016-05-03,Battleborn,Gearbox Software,2K Games,PC|PlayStation 4|Xbox One,First-Person|Shooter,6.6,,,1.0
8334,a6173,b5822,Sacred 2: Fallen Angel,Ascaron Entertainment GmbH|Deep Silver,cdv Software|E-Frontier|Zoo Corporation|Atari SA|Deep Silver|Spike,PC|PlayStation 3|Xbox 360,Action|Role-Playing,7.6,11 Nov 2008,2008-11-11,Sacred 2: Fallen Angel,Ascaron,cdv Software|Entertainment|Deep Silver,PC|PlayStation 3|Xbox 360,,7.1,11 November 2008,2008-11-11,1.0
8335,a6174,b5824,Sacred 3,Deep Silver|Keen Games,Deep Silver|Spike Chunsoft,PC|PlayStation 3|Xbox 360,Role-Playing|Action,3.6,31 Jul 2014,2014-07-31,Sacred 3,Keen Games,Deep Silver,PC|PlayStation 3|Xbox 360|Xbox One,Third-Person|Top-Down|Real-Time|Action|Hack and Slash,5.9,05 August 2014,2014-08-05,1.0
8336,a6175,b5821,Sacred,Ascaron Entertainment GmbH,Ascaron Entertainment GmbH|Koch Media|Encore Software|Inc.,PC,Role-Playing|Action,8.0,25 Mar 2004,2004-03-25,Sacred,Ascaron,Encore|Koch Media|Red Ant Enterprises|Linux Game Publishing,PC,,7.4,24 March 2004,2004-03-24,1.0
8337,a6176,b5828,Sacrifice,MumboJumbo|Shiny Entertainment,Mac Play|Interplay,Macintosh|PC,Real-Time|Strategy,8.8,5 Nov 2000,2000-11-05,Sacrifice,Shiny Entertainment,Windows: Interplay Entertainment|Macintosh: MacPlay,PC,Real-time strategy,8.0,17 November 2000,2000-11-17,1.0
8339,a6177,b5829,Safecracker: The Ultimate Puzzle Adventure,Firehazard Studio|Kheops Studio,Dreamcatcher|Tradewest|The Adventure Company|JoWooD Entertainment AG,DS|PC|Wii,Adventure,7.5,2 Aug 2006,2006-08-02,Safecracker: The Ultimate Puzzle Adventure,Kheops Studio,The Adventure Company,PC,Adventure,7.3,02 August 2006,2006-08-02,1.0
8340,a6178,b5819,SaGa Frontier 2,SquareSoft,SquareSoft|Square Enix|Square EA,PlayStation,Role-Playing,7.4,31 Jan 2000,2000-01-31,SaGa Frontier 2,Square,JP: Square|NA: Square Electronic Arts|PAL: Squaresoft,PlayStation,Role-playing,7.6,31 January 2000,2000-01-31,1.0
8341,a6179,b5818,SaGa Frontier,SquareSoft,SquareSoft|Square Enix|SCEA,PlayStation,Role-Playing,7.6,31 Mar 1998,1998-03-31,SaGa Frontier,Square Product Development Division 2,JP: Square|NA: SCEA,PlayStation,Role-playing,7.6,24 March 1998,1998-03-24,1.0
8343,a6180,b5830,Saint Seiya: Brave Soldiers,Dimps Corporation,Namco Bandai Games|Bandai Namco Games,PlayStation 3,Fighting|Action|3D,8.0,26 Nov 2013,2013-11-26,Saint Seiya: Brave Soldiers,Dimps,Namco Bandai Games,PlayStation 3,Fighting,7.0,26 November 2013,2013-11-26,1.0
8346,a6182,b5835,Saints Row 2,THQ Wireless|Volition Inc.|G5 Software|CD Projekt Localisation Centre,THQ Wireless|Deep Silver|THQ,BlackBerry|Linux|Mobile|PC|PlayStation 3|Xbox 360,Action|Adventure,8.2,14 Oct 2008,2008-10-14,Saints Row 2,Volition|Inc.,THQ,PC|PlayStation 3|Xbox 360,Sandbox|third-person shooter|action-adventure,7.7,14 October 2008,2008-10-14,1.0
8347,a6183,b5839,Saints Row IV,Volition Inc.|Deep Silver,Deep Silver|E-Frontier|Spike Chunsoft,Linux|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Action|Adventure,7.6,20 Aug 2013,2013-08-20,Saints Row IV,Volition|High Voltage Software,Deep Silver,Linux|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Third-Person|Action|Adventure|Open World|Shooter,8.0,20 August 2013,2013-08-20,1.0
8348,a6184,b5843,Saints Row: The Third,Deep Silver|Volition Inc.,THQ|Deep Silver|CyberFront|Square Enix|Koch Media,Linux|PC|PlayStation 3|Xbox 360,Adventure|Action,8.3,15 Nov 2011,2011-11-15,Saints Row: The Third,Volition,THQ,Linux|PC|PlayStation 3|Xbox 360|Xbox One,Third-Person|Action|Adventure|Open World|Shooter,8.2,15 November 2011,2011-11-15,1.0
8353,a6185,b5834,Saints Row,Volition Inc.,THQ Wireless|THQ,Mobile|Xbox 360,Action|Adventure,8.6,29 Aug 2006,2006-08-29,Saints Row,Volition|Inc.,THQ,PC|Xbox|Xbox 360,Action-adventure|open world,7.2,29 August 2006,2006-08-29,1.0
8354,a6186,b5849,Saiyuki: Journey West,Koei,Koei|SCEA,PlayStation,Turn-Based|Strategy,8.2,13 Aug 2001,2001-08-13,Saiyuki: Journey West,Koei,Koei,PlayStation,Tactical role-playing,7.6,13 August 2001,2001-08-13,1.0
8355,a6187,b5859,Sakura Samurai: Art of the Sword,Grounding Inc.,Nintendo,3DS,Action,7.5,2 Feb 2012,2012-02-02,Sakura Samurai: Art of the Sword,Nintendo|Grounding Inc.,Nintendo,Nintendo 3DS,Action|Adventure,7.0,02 February 2012,2012-02-02,1.0
8356,a6188,b5864,Sakura Wars: So Long My Love,RED Entertainment|Idea Factory,Sega|NIS America,PlayStation 2|Wii,Strategy|Turn-Based,8.1,30 Mar 2010,2010-03-30,Sakura Wars: So Long My Love,Sega|Idea Factory (Wii),Sega|Red Entertainment|Nippon Ichi Software|NIS America,PlayStation 2|Wii,Tactical role-playing,7.6,30 March 2010,2010-03-30,1.0
8358,a6189,b5865,Salt and Sanctuary,Ska Studios,Ska Studios|Limited Run Games,Linux|Macintosh|PC|PlayStation 4|PlayStation Vita,2D|Action|Platformer,8.0,15 Mar 2016,2016-03-15,Salt & Sanctuary,Ska Studios,,PC|PlayStation 4|PlayStation Vita,Scrolling|Action,8.7,15 March 2016,2016-03-15,1.0
8372,a6193,b5888,Samba de Amigo,Sonic Team|Gearbox Software,Sega,Arcade Games|Dreamcast|Wii,Music/Rhythm,7.7,16 Oct 2000,2000-10-16,Samba de Amigo,Sonic Team|Gearbox Software (Wii),Sega,Dreamcast|Wii,Music,6.2,March 2000,2000-03-01,1.0
8375,a6200,b5893,Samurai Shodown III: Blades of Blood,SNK|Betop|Ukiyotei|Hamster,SNK|Takara|D4 Enterprise|Hamster|SCEE|Playmore|SNK Playmore|SCEA,Arcade Games|Game Boy|Neo-Geo CD|NeoGeo|Nintendo Switch|PlayStation|PlayStation 4|Saturn|Xbox One,2D|Action|Fighting,7.5,1 Dec 1995,1995-12-01,Samurai Shodown III: Blades of Blood,SNK,SNK,Arcade|PlayStation,Fighting,6.9,15 November 1995,1995-11-15,1.0
8378,a6203,b5891,Samurai Shodown,Crystal Dynamics|SNK|JHV|Takara|System Vision|SNK Playmore|Hamster|Funcom|Monolith (Japan),BMG Interactive Entertainment|Crystal Dynamics|SNK|JHV|Takara|Sega|I-Play|D4 Enterprise|SNK Playmore|Hamster|JVC Musical Industries|Inc.|JVC Digital Studios,3DO|Arcade Games|FM Towns|Game Boy|GameGear|Genesis|Mobile|Neo-Geo CD|NeoGeo|Nintendo Switch|PlayStation 4|Sega CD|Super Nintendo|Xbox One,2D|Action|Fighting,7.7,11 Aug 1993,1993-08-11,Samurai Shodown,SNK,SNK,Neo Geo|PSP|Sega Mega Drive/Genesis|Super Nintendo,2D Weapon Based Versus fighting,6.3,11 August 1993,1993-08-11,1.0
8381,a6204,b5896,Samurai Warriors 2,Omega Force,Koei|Koei Tecmo Games|TECMO KOEI GAMES CO.|LTD.,PC|PlayStation 2|PlayStation 3|PlayStation Vita|Xbox 360,3D|Action|Beat-'Em-Up,8.0,19 Sep 2006,2006-09-19,Samurai Warriors 2,Omega Force,Koei,PC|PlayStation 2|Xbox 360,Hack and slash,7.8,19 September 2006,2006-09-19,1.0
8388,a6206,b5900,Samurai Warriors Chronicles,Omega Force,Koei Tecmo Games,3DS,Action|2D|Beat-'Em-Up,7.9,27 Mar 2011,2011-03-27,Samurai Warriors: Chronicles,Omega Force,Tecmo Koei Games,Nintendo 3DS,Hack and Slash,7.8,27 March 2011,2011-03-27,1.0
8403,a6209,b5895,Samurai Warriors,Omega Force,Koei|Electronic Arts,PlayStation 2|Xbox,3D|Beat-'Em-Up|Action,8.2,6 May 2004,2004-05-06,Samurai Warriors,Omega Force,Koei,PlayStation 2,Action,7.8,06 May 2004,2004-05-06,1.0
8404,a621,b656,Battlefield 1,EA DICE,EA Games|Electronic Arts|Sony Interactive Entertainment,PC|PlayStation 4|Xbox One,Tactical|Action|First-Person|Shooter,8.2,21 Oct 2016,2016-10-21,Battlefield 1,EA DICE,Electronic Arts,PC|PlayStation 4|Xbox One,First-Person|Shooter,7.9,21 October 2016,2016-10-21,1.0
8405,a6211,b5901,San Francisco Rush 2049,Atari Games (Midway)|Midway|Handheld Games,Atari Games (Midway)|Midway,Arcade Games|Dreamcast|Game Boy Color|Nintendo 64,Arcade|Driving/Racing,8.3,August 1999,1999-08-01,San Francisco Rush 2049,Atari Games,Midway Games,Dreamcast|Game Boy Color|Nintendo 64,Racing,8.3,07 September 2000,2000-09-07,1.0
8406,a6212,b5902,San Francisco Rush: Extreme Racing,Atari Games (Midway)|Climax Group,Atari Games (Midway)|Midway|GT Interactive,Arcade Games|Nintendo 64|PlayStation,Arcade|Driving/Racing,7.2,December 1996,1996-12-01,San Francisco Rush: Extreme Racing,Atari Games (Arcade)|Midway Games (Nintendo 64)|Climax (Sony PlayStation),Atari Games (Arcade)|Midway Games (Consoles),Nintendo 64,Racing,7.0,08 November 1997,1997-11-08,1.0
8407,a6213,b5905,Sanctum 2,Coffee Stain Studios,Coffee Stain Studios|5pb|Reverb|Reverb Triple XP,Linux|Macintosh|PC|PlayStation 3|Xbox 360,3D|Action|First-Person|Shooter,6.7,15 May 2013,2013-05-15,Sanctum 2,Coffee Stain Studios,,PC,First-Person|Shooter|Tower Defense,6.9,15 May 2013,2013-05-15,1.0
8410,a6214,b5906,Sands of Destruction,Image Epoch,Sega,DS,Role-Playing,7.5,12 Jan 2010,2010-01-12,Sands of Destruction,imageepoch,Sega,Nintendo 3DS|Nintendo DS,Role-playing,7.0,12 January 2010,2010-01-12,1.0
8413,a6215,b5907,Sang-Froid: Tales of Werewolves,Artifice Studio,Lace Games|Artifice Studio,PC,Adventure|Action,7.1,5 Apr 2013,2013-04-05,Sang-Froid: Tales of Werewolves,,Artifice Studios,PC,Action|Strategy,7.6,16 October 2012,2012-10-16,1.0
8414,a6216,b5908,Sanitarium,DotEmu|DreamForge Intertainment,DotEmu|ASC Games,Android|iOS (iPhone/iPad)|PC,Adventure,8.7,30 Apr 1998,1998-04-30,Sanitarium,DreamForge Intertainment,ASC Games|XS Games,PC,Adventure|Psychological thriller|Psychological horror,8.0,30 April 1998,1998-04-30,1.0
8416,a622,b657,Battlefield 1942,Digital Illusions,EA Games|Mindscape Inc.|Electronic Arts|Square EA,PC,3D|Action|First-Person|Shooter,8.6,10 Sep 2002,2002-09-10,Battlefield 1942,Digital Illusions CE,Electronic Arts (WIN)|Aspyr Media (Mac),PC,First-person shooter,8.3,10 September 2002,2002-09-10,1.0
8419,a6220,b5913,Saturn Bomberman,Hudson,Hudson|Sega,Saturn,Action|Puzzle,8.6,1997,1997-01-01,Saturn Bomberman,Hudson Soft,Hudson Soft,Sega Saturn,Action|Puzzle,7.0,22 August 1997,1997-08-22,1.0
8426,a6229,b5921,Scarface: The World Is Yours,Radical Entertainment,Vivendi Games|VU Games|Sierra Entertainment,PC|PlayStation 2|Wii|Xbox,Adventure|Action,8.1,8 Oct 2006,2006-10-08,Scarface: The World Is Yours,Radical Entertainment,Vivendi Universal Games,PC|PlayStation 2|Wii|Xbox,Action-Adventure,7.3,25 July 2006,2006-07-25,1.0
8428,a623,b660,Battlefield 1943,DICE Stockholm,Electronic Arts,PlayStation 3|Xbox 360,Shooter|3D|Action|First-Person,8.3,8 Jul 2009,2009-07-08,Battlefield 1943,EA Digital Illusions CE,Electronic Arts,PlayStation 3|Xbox 360,First-person shooter,7.5,08 July 2009,2009-07-08,1.0
8430,a6230,b5922,Scarygirl,TikGames,Square Enix,PC|PlayStation 3|Xbox 360,2D|Action|Platformer,6.3,18 Jan 2012,2012-01-18,Scarygirl,TikGames,Square Enix,PC,Action|Adventure,5.0,02 August 2011,2011-08-02,1.0
8431,a6231,b5923,Scene It? Box Office Smash,Krome Studios|Screenlife Games,Microsoft Game Studios,Xbox 360,Trivia/Board Game,8.0,28 Oct 2008,2008-10-28,Scene It? Box Office Smash,Krome Studios|Screenlife,Microsoft Game Studios,Xbox 360,Trivia,6.5,28 October 2008,2008-10-28,1.0
8434,a6233,b5924,Scene It? Lights Camera Action,WXP|Screenlife Games,Microsoft Game Studios,Xbox 360,Trivia/Board Game,7.9,6 Nov 2007,2007-11-06,Scene It? Lights Camera Action,Screenlife|WXP,Microsoft Game Studios,Xbox 360,Game Show,7.2,06 November 2007,2007-11-06,1.0
8441,a624,b663,Battlefield 2: Modern Combat,Digital Illusions,EA Games,PlayStation 2|Xbox|Xbox 360,Shooter|Tactical|Action|First-Person,8.2,24 Oct 2005,2005-10-24,Battlefield 2: Modern Combat,Digital Illusions,EA Games,PlayStation 2|Xbox 360,First-person shooter,7.2,24 October 2005,2005-10-24,1.0
8443,a6241,b5927,Scooby-Doo! Night of 100 Frights,Heavy Iron Studios|THQ,THQ,GameCube|PlayStation 2|Xbox,Action|Adventure,7.2,20 May 2002,2002-05-20,Scooby-Doo! Night of 100 Frights,Heavy Iron Studios,THQ,Nintendo GameCube|PlayStation 2,Platform,7.7,20 May 2002,2002-05-20,1.0
8445,a6242,b5928,Scooby-Doo! Unmasked,Artificial Mind and Movement,THQ,DS|Game Boy Advance|GameCube|PlayStation 2|Xbox,3D|Action|Platformer,7.1,12 Sep 2005,2005-09-12,Scooby-Doo! Unmasked,A2M,THQ|Warner Bros. Interactive Entertainment,Nintendo GameCube|PlayStation 2,Platform,7.0,12 September 2005,2005-09-12,1.0
8448,a6245,b5931,Scott Pilgrim vs. the World: The Game,Ubisoft Montreal,Ubisoft,PlayStation 3|Xbox 360,2D|Beat-'Em-Up|Action,8.1,10 Aug 2010,2010-08-10,Scott Pilgrim vs. the World: The Game,Ubisoft Montreal|Ubisoft Chengdu,Ubisoft|Universal Studios,PlayStation 3|Xbox 360,Beat 'em up|RPG,8.1,10 August 2010,2010-08-10,1.0
8450,a6246,b5932,Scourge: Outbreak,Tragnarion Studios,TransGaming Inc.|BITBOX S.L.|UFO Interactive,Macintosh|PC|PlayStation 3|Xbox 360,3D|Action|Shooter|Third-Person,4.9,3 Jul 2013,2013-07-03,Scourge: Outbreak,Tragnarion Studios,UFO Interactive Games,PC,Action|Adventure|Shooter,5.8,28 May 2013,2013-05-28,1.0
8453,a625,b661,Battlefield 2,Digital Illusions,EA Games|Electronic Arts,PC,First-Person|Shooter|Tactical|Action,9.0,21 Jun 2005,2005-06-21,Battlefield 2,Digital Illusions CE,EA Games,PC|Xbox 360,First-person shooter,8.4,21 June 2005,2005-06-21,1.0
8457,a6254,b5933,Scrapland,Mercury Steam,Enlight Software|Deep Silver,PC|Xbox,Action|Adventure,7.5,4 Nov 2004,2004-11-04,Scrapland,Mercury Steam Entertainment,Enlight Software,PC,Action|Adventure,7.7,04 November 2004,2004-11-04,1.0
8458,a6255,b5934,Scratches,Nucleosys,ak tronic|Meridian4|Got Game Entertainment|Rondomedia,PC,Adventure,7.1,8 Mar 2006,2006-03-08,Scratches,Nucleosys,Got Game Entertainment,PC,Adventure,7.0,08 March 2006,2006-03-08,1.0
8459,a626,b662,Battlefield 2142,EA DICE,EA Games|Electronic Arts,Macintosh|PC,First-Person|Shooter|3D|Action,8.3,17 Oct 2006,2006-10-17,Battlefield 2142,Digital Illusions CE (DICE Stockholm),Electronic Arts,PC,First-Person|Shooter,7.8,17 October 2006,2006-10-17,1.0
8462,a6260,b5938,Scribblenauts Unlimited,5TH Cell|Warner Bros.,Warner Bros. Interactive Entertainment,3DS|Android|iOS (iPhone/iPad)|PC|Wii U,Action|Puzzle,7.5,13 Nov 2012,2012-11-13,Scribblenauts Unlimited,5th Cell,Warner Bros. Interactive Entertainment,Nintendo 3DS|PC|Wii U,Action|Puzzle,7.3,13 November 2012,2012-11-13,1.0
8466,a6261,b5939,Scribblenauts Unmasked: A DC Comics Adventure,5TH Cell,Warner Bros. Interactive Entertainment,3DS|PC|Wii U,Action|Puzzle,6.6,24 Sep 2013,2013-09-24,Scribblenauts Unmasked: A DC Comics Adventure,5th Cell,Warner Bros. Interactive Entertainment,Nintendo 3DS|PC,Action|Puzzle,6.8,24 September 2013,2013-09-24,1.0
8467,a6262,b5936,Scribblenauts,5TH Cell,Warner Bros. Interactive Entertainment|Konami,DS,Action|Puzzle,8.1,15 Sep 2009,2009-09-15,Scribblenauts,5th Cell,Warner Bros. Interactive Entertainment|Konami (Japan),Nintendo DS|PC,Emergent|puzzle|action,6.7,15 September 2009,2009-09-15,1.0
8468,a6265,b5940,Scurge: Hive,Orbital Media|Inc.,SouthPeak Games,DS|Game Boy Advance,Action|Adventure,7.3,31 Oct 2006,2006-10-31,Scurge: Hive,Orbital Media,SouthPeak Interactive,Game Boy Advance|Nintendo DS,Action|Adventure,6.5,24 October 2006,2006-10-24,1.0
8470,a627,b665,Battlefield 3,EA DICE,Electronic Arts,PC|PlayStation 3|Xbox 360,First-Person|Shooter|Tactical|Action,8.3,25 Oct 2011,2011-10-25,Battlefield 3,EA Digital Illusions CE,Electronic Arts,PC|PlayStation 3|Xbox 360|Xbox One,First-Person|Shooter,7.6,25 October 2011,2011-10-25,1.0
